CustomerID,Recency,Frequency,Monetary,cluster,SegmentRecency,SegmentMonetary,SegmentFrequency
16784,20,1,107.6,Silver,Active,Low,Low
16788,123,2,594.39,Silver,Cool,Medium,Low
16789,8,1,80.8,Silver,Active,Low,Low
16790,4,6,1545.6200000000001,Silver,Active,High,High
16791,29,7,1705.78,Silver,Active,High,High
16792,282,2,110.38000000000001,Bronze,Inactive,Low,Low
16793,57,1,243.84,Silver,Warm,Low,Low
16794,1,10,1196.5,Silver,Active,High,High
16795,365,1,414.88,Bronze,Inactive,Medium,Low
16796,89,1,305.62,Silver,Warm,Low,Low
16800,11,1,1162.65,Silver,Active,Medium,Low
16801,163,4,1594.23,Bronze,Cool,High,Medium
16803,65,1,332.3,Silver,Warm,Low,Low
16804,23,3,536.99,Silver,Active,Medium,Medium
16805,174,2,460.59,Bronze,Cool,Medium,Low
16806,103,4,762.16,Silver,Cool,Medium,Medium
16807,143,3,1121.59,Silver,Cool,Medium,Medium
16808,99,2,288.42,Silver,Cool,Low,Low
16809,23,5,914.69,Silver,Active,Medium,Medium
16810,192,1,309.54,Bronze,Inactive,Low,Low
16811,5,2,547.07,Silver,Active,Medium,Low
16812,361,1,479.35,Bronze,Inactive,Medium,Low
16813,8,10,1652.18,Silver,Active,High,High
16814,14,21,6416.7,Gold,Active,High,High
16816,103,4,417.06,Silver,Cool,Medium,Medium
16817,3,9,1604.75,Silver,Active,High,High
16818,11,11,3349.57,Silver,Active,High,High
16820,96,1,497.61,Silver,Cool,Medium,Low
16823,227,1,358.38,Bronze,Inactive,Low,Low
16824,16,2,460.64,Silver,Active,Medium,Low
16825,39,2,775.1800000000001,Silver,Warm,Medium,Low
16826,51,1,341.7,Silver,Warm,Low,Low
16828,93,2,128.5,Silver,Cool,Low,Low
16829,157,1,197.22,Bronze,Cool,Low,Low
16830,39,1,325.91,Silver,Warm,Low,Low
16832,184,3,199.15,Bronze,Inactive,Low,Medium
16833,1,4,1106.53,Silver,Active,Medium,Medium
16834,228,1,413.46,Bronze,Inactive,Medium,Low
16835,128,2,180.85,Silver,Cool,Low,Low
16836,40,2,251.87,Silver,Warm,Low,Low
16837,31,11,3170.98,Silver,Warm,High,High
16838,197,2,588.85,Bronze,Inactive,Medium,Low
16839,9,34,16594.35,Gold,Active,High,High
16841,37,6,1869.82,Silver,Warm,High,High
16842,101,3,1264.19,Silver,Cool,High,Medium
16843,43,16,10196.57,Gold,Warm,High,High
16846,50,1,214.32,Silver,Warm,Low,Low
16847,43,1,193.44,Silver,Warm,Low,Low
16848,53,1,281.42,Silver,Warm,Low,Low
16849,187,1,124.57,Bronze,Inactive,Low,Low
16850,334,1,332.41,Bronze,Inactive,Low,Low
16851,4,3,342.45,Silver,Active,Low,Medium
16852,10,2,144.91000000000003,Silver,Active,Low,Low
16855,24,2,328.4,Silver,Active,Low,Low
16856,15,1,35.400000000000006,Silver,Active,Low,Low
16858,369,1,375.69000000000005,Bronze,Inactive,Low,Low
16859,145,2,747.81,Bronze,Cool,Medium,Low
16861,60,2,173.76,Silver,Warm,Low,Low
16863,31,2,502.8,Silver,Warm,Medium,Low
16866,141,3,207.73999999999998,Silver,Cool,Low,Medium
16869,23,4,817.12,Silver,Active,Medium,Medium
16871,22,6,2812.34,Silver,Active,High,High
16872,77,3,680.02,Silver,Warm,Medium,Medium
16873,5,6,7123.62,Silver,Active,High,High
16875,67,5,2095.53,Silver,Warm,High,Medium
16877,12,6,846.62,Silver,Active,Medium,High
16878,84,1,13.3,Silver,Warm,Low,Low
16880,31,7,1491.43,Silver,Warm,High,High
16881,67,1,432.0,Silver,Warm,Medium,Low
16882,67,3,705.12,Silver,Warm,Medium,Medium
16883,187,2,272.48,Bronze,Inactive,Low,Low
16884,38,2,429.84000000000003,Silver,Warm,Medium,Low
16885,15,3,450.41,Silver,Active,Medium,Medium
16887,35,1,192.32999999999998,Silver,Warm,Low,Low
16889,195,3,1578.67,Bronze,Inactive,High,Medium
16891,2,5,742.43,Silver,Active,Medium,Medium
16892,1,5,518.19,Silver,Active,Medium,Medium
16893,367,1,145.93,Bronze,Inactive,Low,Low
16895,65,1,202.27,Silver,Warm,Low,Low
16897,299,2,289.78,Bronze,Inactive,Low,Low
16898,26,3,501.03,Silver,Active,Medium,Medium
16899,8,6,1271.06,Silver,Active,High,High
16900,17,3,887.11,Silver,Active,Medium,Medium
16902,116,1,1706.88,Silver,Cool,High,Low
16903,29,1,363.2,Silver,Active,Low,Low
16904,4,16,3653.75,Gold,Active,High,High
16905,5,7,3037.6,Silver,Active,High,High
16906,82,4,559.59,Silver,Warm,Medium,Medium
16907,29,5,928.76,Silver,Active,Medium,Medium
16909,72,1,379.14,Silver,Warm,Low,Low
16910,4,8,1508.96,Silver,Active,High,High
16912,29,11,2555.58,Silver,Active,High,High
16913,290,1,113.44,Bronze,Inactive,Low,Low
16914,36,1,183.76,Silver,Warm,Low,Low
16915,9,6,621.6800000000001,Silver,Active,Medium,High
16916,24,2,562.41,Silver,Active,Medium,Low
16917,277,1,391.52,Bronze,Inactive,Medium,Low
16918,50,6,1068.82,Silver,Warm,Medium,High
16919,156,11,2592.25,Silver,Cool,High,High
16921,61,1,154.18,Silver,Warm,Low,Low
16923,12,19,7069.08,Gold,Active,High,High
16924,21,3,829.89,Silver,Active,Medium,Medium
16926,371,1,230.25,Bronze,Inactive,Low,Low
16927,116,3,543.05,Silver,Cool,Medium,Medium
16928,80,17,2814.7,Gold,Warm,High,High
16929,4,7,1295.39,Silver,Active,High,High
16930,26,3,378.89,Silver,Active,Low,Medium
16931,5,21,4554.87,Gold,Active,High,High
16932,53,1,150.23000000000002,Silver,Warm,Low,Low
16933,1,2,563.23,Silver,Active,Medium,Low
16934,55,2,931.03,Silver,Warm,Medium,Low
16936,26,1,261.9,Silver,Active,Low,Low
16938,9,4,2711.6800000000003,Silver,Active,High,Medium
16940,52,3,3049.88,Silver,Warm,High,Medium
16942,13,9,1904.99,Silver,Active,High,High
16943,212,3,816.73,Bronze,Inactive,Medium,Medium
16945,22,19,4345.5,Gold,Active,High,High
16947,236,1,406.48,Bronze,Inactive,Medium,Low
16948,139,3,435.02,Silver,Cool,Medium,Medium
16949,4,6,1286.27,Silver,Active,High,High
16950,57,3,1178.56,Silver,Warm,Medium,Medium
16951,135,3,1277.75,Silver,Cool,High,Medium
16952,109,2,167.61,Silver,Cool,Low,Low
16953,30,1,20.8,Silver,Warm,Low,Low
16954,1,9,2085.08,Silver,Active,High,High
16955,185,4,518.67,Bronze,Inactive,Medium,Medium
16956,18,1,308.74,Silver,Active,Low,Low
16957,239,2,416.64,Bronze,Inactive,Medium,Low
16959,87,1,117.35000000000001,Silver,Warm,Low,Low
16960,39,3,507.05,Silver,Warm,Medium,Medium
16961,116,1,234.17,Silver,Cool,Low,Low
16963,187,1,110.55000000000001,Bronze,Inactive,Low,Low
16965,227,1,201.19,Bronze,Inactive,Low,Low
16966,8,7,2154.97,Silver,Active,High,High
16967,189,1,319.02,Bronze,Inactive,Low,Low
16968,4,2,439.43,Silver,Active,Medium,Low
16969,39,3,650.41,Silver,Warm,Medium,Medium
16971,38,1,357.21,Silver,Warm,Low,Low
16976,267,1,251.51999999999998,Bronze,Inactive,Low,Low
16978,78,1,344.33,Silver,Warm,Low,Low
16979,4,6,1852.0,Silver,Active,High,High
16980,255,2,1028.46,Bronze,Inactive,Medium,Low
16982,61,1,384.06,Silver,Warm,Low,Low
16983,13,7,1905.87,Silver,Active,High,High
16984,88,2,4459.52,Silver,Warm,High,Low
16985,17,10,5464.12,Silver,Active,High,High
16986,30,2,1873.2,Silver,Warm,High,Low
16987,3,7,1616.8,Silver,Active,High,High
16988,5,1,126.12,Silver,Active,Low,Low
16989,7,6,1133.25,Silver,Active,Medium,High
16990,219,1,179.0,Bronze,Inactive,Low,Low
16992,11,5,1614.31,Silver,Active,High,Medium
16996,30,6,1456.96,Silver,Warm,High,High
16997,288,3,702.0,Bronze,Inactive,Medium,Medium
16998,150,4,295.0,Bronze,Cool,Low,Medium
16999,23,2,484.82,Silver,Active,Medium,Low
17001,1,11,3989.57,Silver,Active,High,High
17002,86,3,1493.73,Silver,Warm,High,Medium
17004,46,2,1312.1399999999999,Silver,Warm,High,Low
17006,5,4,781.78,Silver,Active,Medium,Medium
17007,51,6,889.9300000000001,Silver,Warm,Medium,High
17010,18,1,195.36,Silver,Active,Low,Low
17011,30,1,270.9,Silver,Warm,Low,Low
17014,8,3,583.4300000000001,Silver,Active,Medium,Medium
17015,29,3,1838.6100000000001,Silver,Active,High,Medium
17017,3,20,8694.26,Gold,Active,High,High
17018,41,2,920.1,Silver,Warm,Medium,Low
17019,11,4,1258.08,Silver,Active,High,Medium
17022,31,1,71.0,Silver,Warm,Low,Low
17024,45,3,95.85,Silver,Warm,Low,Medium
17025,61,3,357.77,Silver,Warm,Low,Medium
17026,185,2,154.82999999999998,Bronze,Inactive,Low,Low
17027,79,6,877.5600000000001,Silver,Warm,Medium,High
17029,111,2,716.0,Silver,Cool,Medium,Low
17030,64,1,146.87,Silver,Warm,Low,Low
17031,12,2,380.35,Silver,Active,Low,Low
17033,86,3,1030.14,Silver,Warm,Medium,Medium
17034,16,3,745.52,Silver,Active,Medium,Medium
17035,246,2,433.53000000000003,Bronze,Inactive,Medium,Low
17037,88,1,1267.32,Silver,Warm,High,Low
17038,30,1,112.4,Silver,Warm,Low,Low
17040,138,1,449.73,Silver,Cool,Medium,Low
17041,27,3,1071.49,Silver,Active,Medium,Medium
17042,3,5,1036.58,Silver,Active,Medium,Medium
17043,32,4,1735.18,Silver,Warm,High,Medium
17044,25,1,948.48,Silver,Active,Medium,Low
17045,113,3,339.44,Silver,Cool,Low,Medium
17046,157,1,642.02,Bronze,Cool,Medium,Low
17047,85,3,1100.9,Silver,Warm,Medium,Medium
17048,118,3,925.35,Silver,Cool,Medium,Medium
17049,3,9,5655.03,Silver,Active,High,High
17050,96,6,3185.64,Silver,Cool,High,High
17051,194,1,240.89000000000001,Bronze,Inactive,Low,Low
17052,28,1,399.09,Silver,Active,Medium,Low
17053,131,1,498.48,Silver,Cool,Medium,Low
17054,28,5,1356.33,Silver,Active,High,Medium
17058,82,3,1179.89,Silver,Warm,Medium,Medium
17059,30,5,3080.39,Silver,Warm,High,Medium
17060,266,1,234.24,Bronze,Inactive,Low,Low
17061,74,11,5232.2300000000005,Silver,Warm,High,High
17062,314,4,533.33,Bronze,Inactive,Medium,Medium
17063,21,7,1461.14,Silver,Active,High,High
17064,59,3,855.45,Silver,Warm,Medium,Medium
17068,12,21,4552.14,Gold,Active,High,High
17069,28,9,2709.7000000000003,Silver,Active,High,High
17070,114,1,304.24,Silver,Cool,Low,Low
17071,28,9,2429.03,Silver,Active,High,High
17073,18,4,1446.09,Silver,Active,High,Medium
17075,18,4,834.12,Silver,Active,Medium,Medium
17076,36,3,841.0799999999999,Silver,Warm,Medium,Medium
17078,36,2,378.2,Silver,Warm,Low,Low
17079,78,1,118.80000000000001,Silver,Warm,Low,Low
17080,22,2,287.62,Silver,Active,Low,Low
17081,25,2,288.91,Silver,Active,Low,Low
17082,33,2,2003.85,Silver,Warm,High,Low
17083,109,3,1405.78,Silver,Cool,High,Medium
17084,35,2,2747.9900000000002,Silver,Warm,High,Low
17085,123,5,1562.4,Silver,Cool,High,Medium
17086,7,6,2050.08,Silver,Active,High,High
17088,28,4,1991.01,Silver,Active,High,Medium
17090,4,7,1974.65,Silver,Active,High,High
17091,3,9,3827.76,Silver,Active,High,High
17092,50,4,1774.03,Silver,Warm,High,Medium
17094,322,1,302.0,Bronze,Inactive,Low,Low
17095,23,3,1324.16,Silver,Active,High,Medium
17096,15,4,1022.13,Silver,Active,Medium,Medium
17097,2,8,954.42,Silver,Active,Medium,High
17100,18,2,971.74,Silver,Active,Medium,Low
17101,10,4,1621.73,Silver,Active,High,Medium
17102,262,1,25.5,Bronze,Inactive,Low,Low
17105,159,2,665.78,Bronze,Cool,Medium,Low
17107,33,6,10797.48,Silver,Warm,High,High
17109,29,6,881.29,Silver,Active,Medium,High
17110,165,1,163.29999999999998,Bronze,Cool,Low,Low
17111,47,1,231.61,Silver,Warm,Low,Low
17114,6,8,801.12,Silver,Active,Medium,High
17115,8,3,837.5,Silver,Active,Medium,Medium
17117,288,1,116.19999999999999,Bronze,Inactive,Low,Low
17118,318,1,157.02,Bronze,Inactive,Low,Low
17119,3,2,606.91,Silver,Active,Medium,Low
17120,233,1,307.46,Bronze,Inactive,Low,Low
17122,119,1,138.32,Silver,Cool,Low,Low
17123,162,1,345.29999999999995,Bronze,Cool,Low,Low
17124,185,1,294.24,Bronze,Inactive,Low,Low
17125,50,1,230.5,Silver,Warm,Low,Low
17126,152,5,989.45,Bronze,Cool,Medium,Medium
17128,335,1,157.09,Bronze,Inactive,Low,Low
17131,5,5,2463.17,Silver,Active,High,Medium
17133,16,7,4892.240000000001,Silver,Active,High,High
17134,107,2,413.2,Silver,Cool,Medium,Low
17135,16,7,1139.73,Silver,Active,Medium,High
17138,276,1,380.5,Bronze,Inactive,Low,Low
17139,16,12,10650.77,Gold,Active,High,High
17140,247,1,454.12,Bronze,Inactive,Medium,Low
17142,239,1,579.0,Bronze,Inactive,Medium,Low
17144,1,2,984.57,Silver,Active,Medium,Low
17146,106,3,749.78,Silver,Cool,Medium,Medium
17147,23,4,1714.59,Silver,Active,High,Medium
17148,52,1,124.88,Silver,Warm,Low,Low
17152,195,3,1689.5,Bronze,Inactive,High,Medium
17153,24,1,213.78,Silver,Active,Low,Low
17154,75,1,329.34,Silver,Warm,Low,Low
17155,18,2,251.70000000000002,Silver,Active,Low,Low
17157,8,2,319.0,Silver,Active,Low,Low
17158,32,3,1266.97,Silver,Warm,High,Medium
17159,22,3,1538.88,Silver,Active,High,Medium
17160,31,6,3518.03,Silver,Warm,High,High
17162,29,10,1715.46,Silver,Active,High,High
17163,22,2,293.1,Silver,Active,Low,Low
17164,33,7,2467.35,Silver,Warm,High,High
17165,284,1,158.68,Bronze,Inactive,Low,Low
17166,39,2,206.34,Silver,Warm,Low,Low
17169,58,2,835.78,Silver,Warm,Medium,Low
17171,289,1,224.91,Bronze,Inactive,Low,Low
17172,79,1,317.76,Silver,Warm,Low,Low
17173,5,8,3766.6,Silver,Active,High,High
17174,218,1,59.9,Bronze,Inactive,Low,Low
17175,44,4,1443.69,Silver,Warm,High,Medium
17176,202,1,306.13,Bronze,Inactive,Low,Low
17179,178,3,711.79,Bronze,Cool,Medium,Medium
17180,56,4,783.97,Silver,Warm,Medium,Medium
17181,57,2,239.92000000000002,Silver,Warm,Low,Low
17183,8,6,3347.31,Silver,Active,High,High
17186,47,2,144.0,Silver,Warm,Low,Low
17187,227,1,203.95,Bronze,Inactive,Low,Low
17188,11,7,2474.23,Silver,Active,High,High
17189,106,2,383.75,Silver,Cool,Low,Low
17190,59,2,444.74,Silver,Warm,Medium,Low
17191,28,7,2093.68,Silver,Active,High,High
17193,36,7,1699.3000000000002,Silver,Warm,High,High
17194,274,2,262.62,Bronze,Inactive,Low,Low
17197,30,1,1013.01,Silver,Warm,Medium,Low
17198,24,3,692.22,Silver,Active,Medium,Medium
17201,54,1,289.78,Silver,Warm,Low,Low
17203,36,6,3560.08,Silver,Warm,High,High
17204,175,4,1564.56,Bronze,Cool,High,Medium
17205,54,1,384.08,Silver,Warm,Low,Low
17206,53,1,204.24,Silver,Warm,Low,Low
17211,27,8,2317.2200000000003,Silver,Active,High,High
17212,253,1,226.85,Bronze,Inactive,Low,Low
17213,40,7,2781.23,Silver,Warm,High,High
17214,60,6,1059.1200000000001,Silver,Warm,Medium,High
17217,234,1,113.5,Bronze,Inactive,Low,Low
17218,4,10,1951.97,Silver,Active,High,High
17219,32,1,114.23,Silver,Warm,Low,Low
17220,24,14,3187.55,Silver,Active,High,High
17221,7,2,334.48,Silver,Active,Low,Low
17222,65,1,328.65,Silver,Warm,Low,Low
17223,310,2,416.89,Bronze,Inactive,Medium,Low
17226,309,1,393.49,Bronze,Inactive,Medium,Low
17227,19,6,939.32,Silver,Active,Medium,High
17228,16,8,1906.09,Silver,Active,High,High
17229,96,2,318.76,Silver,Cool,Low,Low
17230,264,8,3638.41,Bronze,Inactive,High,High
17231,12,10,3124.72,Silver,Active,High,High
17232,3,2,417.77,Silver,Active,Medium,Low
17233,35,1,190.88,Silver,Warm,Low,Low
17234,183,1,149.89000000000001,Bronze,Inactive,Low,Low
17235,25,2,550.06,Silver,Active,Medium,Low
17236,13,6,916.13,Silver,Active,Medium,High
17237,11,2,314.69,Silver,Active,Low,Low
17238,3,17,3719.1,Gold,Active,High,High
17239,313,1,382.5,Bronze,Inactive,Low,Low
17242,108,2,1135.04,Silver,Cool,Medium,Low
17243,1,26,8540.05,Gold,Active,High,High
17244,53,1,954.9,Silver,Warm,Medium,Low
17245,205,1,171.45,Bronze,Inactive,Low,Low
17247,15,1,280.09000000000003,Silver,Active,Low,Low
17248,120,1,318.65,Silver,Cool,Low,Low
17250,4,2,381.97,Silver,Active,Low,Low
17251,363,1,269.83,Bronze,Inactive,Low,Low
17252,117,2,348.91,Silver,Cool,Low,Low
17253,18,1,178.26,Silver,Active,Low,Low
17254,5,2,271.19,Silver,Active,Low,Low
17255,41,2,291.48,Silver,Warm,Low,Low
17256,107,2,240.0,Silver,Cool,Low,Low
17259,148,2,581.23,Bronze,Cool,Medium,Low
17262,52,5,1253.3600000000001,Silver,Warm,High,Medium
17263,208,1,63.440000000000005,Bronze,Inactive,Low,Low
17265,139,2,550.01,Silver,Cool,Medium,Low
17266,2,3,296.58,Silver,Active,Low,Medium
17267,127,2,317.2,Silver,Cool,Low,Low
17268,108,4,763.64,Silver,Cool,Medium,Medium
17272,42,4,2148.63,Silver,Warm,High,Medium
17274,35,1,107.82,Silver,Warm,Low,Low
17277,228,2,1065.3500000000001,Bronze,Inactive,Medium,Low
17278,241,1,246.04,Bronze,Inactive,Low,Low
17279,58,1,187.82999999999998,Silver,Warm,Low,Low
17282,130,3,1685.46,Silver,Cool,High,Medium
17284,60,6,1647.48,Silver,Warm,High,High
17286,22,1,151.37,Silver,Active,Low,Low
17287,26,7,1049.06,Silver,Active,Medium,High
17288,9,7,1417.63,Silver,Active,High,High
17289,32,3,931.02,Silver,Warm,Medium,Medium
17290,4,2,513.01,Silver,Active,Medium,Low
17291,308,1,550.8000000000001,Bronze,Inactive,Medium,Low
17293,8,9,1854.06,Silver,Active,High,High
17295,29,3,547.0,Silver,Active,Medium,Medium
17297,17,1,128.18,Silver,Active,Low,Low
17298,101,2,498.42,Silver,Cool,Medium,Low
17299,12,4,656.61,Silver,Active,Medium,Medium
17301,21,1,163.24,Silver,Active,Low,Low
17302,15,5,1135.63,Silver,Active,Medium,Medium
17303,361,1,250.04,Bronze,Inactive,Low,Low
17306,11,19,8631.31,Gold,Active,High,High
17309,95,1,82.75,Silver,Cool,Low,Low
17311,78,2,1384.85,Silver,Warm,High,Low
17312,139,3,644.3,Silver,Cool,Medium,Medium
17313,31,1,2328.84,Silver,Warm,High,Low
17314,25,8,2527.92,Silver,Active,High,High
17315,2,38,6281.23,Gold,Active,High,High
17317,46,3,2600.34,Silver,Warm,High,Medium
17320,100,3,1200.6200000000001,Silver,Cool,High,Medium
17321,8,2,657.16,Silver,Active,Medium,Low
17323,15,7,906.52,Silver,Active,Medium,High
17324,18,4,986.48,Silver,Active,Medium,Medium
17325,280,1,96.8,Bronze,Inactive,Low,Low
17329,14,2,523.11,Silver,Active,Medium,Low
17330,23,2,363.9,Silver,Active,Low,Low
17331,124,1,175.2,Silver,Cool,Low,Low
17333,86,1,494.25,Silver,Warm,Medium,Low
17334,302,2,307.02,Bronze,Inactive,Low,Low
17337,151,4,1981.06,Bronze,Cool,High,Medium
17338,17,8,6493.54,Silver,Active,High,High
17339,94,2,243.36,Silver,Cool,Low,Low
17340,30,11,12353.29,Gold,Warm,High,High
17341,157,3,682.29,Bronze,Cool,Medium,Medium
17343,355,1,193.64,Bronze,Inactive,Low,Low
17344,46,1,157.62,Silver,Warm,Low,Low
17345,15,4,519.6899999999999,Silver,Active,Medium,Medium
17346,4,15,2622.88,Gold,Active,High,High
17347,86,1,228.96,Silver,Warm,Low,Low
17348,15,5,1156.6,Silver,Active,Medium,Medium
17349,179,1,98.25,Bronze,Cool,Low,Low
17350,8,4,1281.32,Silver,Active,High,Medium
17351,36,3,587.15,Silver,Warm,Medium,Medium
17353,129,2,1740.0,Silver,Cool,High,Low
17354,51,1,1393.06,Silver,Warm,High,Low
17356,312,1,178.22,Bronze,Inactive,Low,Low
17357,24,2,384.39,Silver,Active,Low,Low
17358,303,2,360.81,Bronze,Inactive,Low,Low
17359,11,1,127.86,Silver,Active,Low,Low
17360,17,3,568.24,Silver,Active,Medium,Medium
17361,49,3,488.2,Silver,Warm,Medium,Medium
17362,239,2,312.23,Bronze,Inactive,Low,Low
17364,1,11,4462.68,Silver,Active,High,High
17365,13,8,4767.36,Silver,Active,High,High
17367,238,1,167.55,Bronze,Inactive,Low,Low
17368,23,8,1878.87,Silver,Active,High,High
17370,73,4,446.18,Silver,Warm,Medium,Medium
17371,17,3,418.4,Silver,Active,Medium,Medium
17372,41,8,1337.18,Silver,Warm,High,High
17373,40,4,646.92,Silver,Warm,Medium,Medium
17374,219,2,495.77,Bronze,Inactive,Medium,Low
17375,199,3,400.1,Bronze,Inactive,Medium,Medium
17376,71,2,203.2,Silver,Warm,Low,Low
17377,24,20,4058.32,Gold,Active,High,High
17379,11,1,389.71999999999997,Silver,Active,Medium,Low
17381,9,29,20275.61,Gold,Active,High,High
17382,65,1,65.4,Silver,Warm,Low,Low
17383,4,1,193.39000000000001,Silver,Active,Low,Low
17384,19,2,336.4,Silver,Active,Low,Low
17385,15,1,256.11,Silver,Active,Low,Low
17386,8,6,2686.42,Silver,Active,High,High
17387,20,2,746.81,Silver,Active,Medium,Low
17388,78,4,1259.56,Silver,Warm,High,Medium
17389,1,34,31833.68,Gold,Active,High,High
17391,164,2,508.8,Bronze,Cool,Medium,Low
17392,307,2,417.27,Bronze,Inactive,Medium,Low
17394,219,1,203.86999999999998,Bronze,Inactive,Low,Low
17396,39,8,7330.8,Silver,Warm,High,High
17397,22,2,681.41,Silver,Active,Medium,Low
17398,115,3,653.38,Silver,Cool,Medium,Medium
17400,126,5,2097.84,Silver,Cool,High,Medium
17402,5,13,2633.85,Silver,Active,High,High
17403,36,1,263.92,Silver,Warm,Low,Low
17404,4,15,31906.82,Gold,Active,High,High
17405,1,3,1031.41,Silver,Active,Medium,Medium
17406,333,3,2184.42,Bronze,Inactive,High,Medium
17408,163,1,32.65,Bronze,Cool,Low,Low
17409,185,2,771.85,Bronze,Inactive,Medium,Low
17410,16,5,1214.72,Silver,Active,High,Medium
17411,12,3,778.94,Silver,Active,Medium,Medium
17412,3,7,1258.06,Silver,Active,High,High
17414,44,2,778.0,Silver,Warm,Medium,Low
17415,80,1,507.84,Silver,Warm,Medium,Low
17416,30,7,6893.42,Silver,Warm,High,High
17418,42,2,463.46000000000004,Silver,Warm,Medium,Low
17419,11,12,4226.57,Silver,Active,High,High
17420,50,3,598.83,Silver,Warm,Medium,Medium
17422,16,6,1979.37,Silver,Active,High,High
17423,46,2,698.41,Silver,Warm,Medium,Low
17425,19,2,759.17,Silver,Active,Medium,Low
17426,8,6,5037.26,Silver,Active,High,High
17427,72,1,100.8,Silver,Warm,Low,Low
17428,1,28,17256.85,Gold,Active,High,High
17429,128,3,524.9200000000001,Silver,Cool,Medium,Medium
17430,33,2,265.76,Silver,Warm,Low,Low
17431,313,1,403.3,Bronze,Inactive,Medium,Low
17432,18,2,365.76,Silver,Active,Low,Low
17433,88,1,303.15999999999997,Silver,Warm,Low,Low
17434,2,7,2373.82,Silver,Active,High,High
17436,2,2,216.29999999999998,Silver,Active,Low,Low
17438,254,1,388.45000000000005,Bronze,Inactive,Medium,Low
17440,157,3,186.42000000000002,Bronze,Cool,Low,Medium
17442,37,6,2248.56,Silver,Warm,High,High
17443,220,1,534.24,Bronze,Inactive,Medium,Low
17444,148,3,2940.04,Bronze,Cool,High,Medium
17446,177,2,120.9,Bronze,Cool,Low,Low
17447,40,2,541.53,Silver,Warm,Medium,Low
17449,2,7,2519.21,Silver,Active,High,High
17450,8,46,194390.79,Platinum,Active,High,High
17451,1,7,1721.4,Silver,Active,High,High
17453,18,2,486.71999999999997,Silver,Active,Medium,Low
17454,192,4,517.53,Bronze,Inactive,Medium,Medium
17455,204,1,131.7,Bronze,Inactive,Low,Low
17456,365,1,249.86,Bronze,Inactive,Low,Low
17457,127,5,1737.7,Silver,Cool,High,Medium
17458,15,1,316.5,Silver,Active,Low,Low
17459,43,2,657.3,Silver,Warm,Medium,Low
17460,94,6,622.4300000000001,Silver,Cool,Medium,High
17461,23,3,735.82,Silver,Active,Medium,Medium
17462,60,2,675.69,Silver,Warm,Medium,Low
17463,16,5,1875.86,Silver,Active,High,Medium
17464,158,1,289.96000000000004,Bronze,Cool,Low,Low
17466,10,2,763.28,Silver,Active,Medium,Low
17468,10,2,137.0,Silver,Active,Low,Low
17469,16,5,1870.97,Silver,Active,High,Medium
17470,45,5,1125.07,Silver,Warm,Medium,Medium
17472,191,3,697.54,Bronze,Inactive,Medium,Medium
17475,79,1,194.37,Silver,Warm,Low,Low
17480,78,1,511.82,Silver,Warm,Medium,Low
17481,4,4,1255.59,Silver,Active,High,Medium
17483,65,3,414.04,Silver,Warm,Medium,Medium
17486,261,1,396.87,Bronze,Inactive,Medium,Low
17489,59,2,376.64,Silver,Warm,Low,Low
17490,1,7,2092.32,Silver,Active,High,High
17491,1,10,3558.87,Silver,Active,High,High
17492,248,1,374.57,Bronze,Inactive,Low,Low
17495,8,2,497.56,Silver,Active,Medium,Low
17496,359,1,271.05,Bronze,Inactive,Low,Low
17498,76,1,272.22,Silver,Warm,Low,Low
17499,290,1,622.88,Bronze,Inactive,Medium,Low
17500,17,3,1138.0,Silver,Active,Medium,Medium
17501,221,2,288.6,Bronze,Inactive,Low,Low
17502,9,4,689.1,Silver,Active,Medium,Medium
17503,3,2,558.96,Silver,Active,Medium,Low
17504,206,9,2997.0299999999997,Bronze,Inactive,High,High
17505,162,2,1145.84,Bronze,Cool,Medium,Low
17506,76,1,302.2,Silver,Warm,Low,Low
17507,262,2,605.58,Bronze,Inactive,Medium,Low
17508,281,1,387.31,Bronze,Inactive,Low,Low
17509,58,8,6083.64,Silver,Warm,High,High
17510,25,1,308.48,Silver,Active,Low,Low
17511,3,31,91062.38,Platinum,Active,High,High
17512,29,10,2924.9900000000002,Silver,Active,High,High
17513,72,1,513.2,Silver,Warm,Medium,Low
17514,128,1,208.65,Silver,Cool,Low,Low
17515,31,4,639.02,Silver,Warm,Medium,Medium
17516,15,5,764.88,Silver,Active,Medium,Medium
17517,309,1,153.94,Bronze,Inactive,Low,Low
17519,17,6,1844.02,Silver,Active,High,High
17520,54,1,546.81,Silver,Warm,Medium,Low
17521,30,3,723.2099999999999,Silver,Warm,Medium,Medium
17522,2,5,1070.71,Silver,Active,Medium,Medium
17523,11,4,652.74,Silver,Active,Medium,Medium
17524,361,1,145.0,Bronze,Inactive,Low,Low
17525,360,1,422.70000000000005,Bronze,Inactive,Medium,Low
17526,5,4,1195.8999999999999,Silver,Active,High,Medium
17527,54,4,939.37,Silver,Warm,Medium,Medium
17528,1,8,3628.5,Silver,Active,High,High
17530,1,10,2367.12,Silver,Active,High,High
17531,190,1,296.7,Bronze,Inactive,Low,Low
17534,54,1,223.36,Silver,Warm,Low,Low
17535,280,1,164.4,Bronze,Inactive,Low,Low
17536,177,1,76.5,Bronze,Cool,Low,Low
17537,30,2,887.67,Silver,Warm,Medium,Low
17538,26,1,98.42,Silver,Active,Low,Low
